event_id,tickers,primary_ticker,title,event_type,market_scope,news_count,avg_impact_score,confidence,materiality_score,signal_direction,signal_strength,reason,url,priority_score,priority_reason
be9d174d2c47,AHGAZ,AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8284,0.8764,0.7209,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634248,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
6e08fb27aa3c,BOSSA,BOSSA,BOSSA TİCARET VE SANAYİ İŞLETMELERİ T.A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.7677,0.8217,0.6766,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634124,63,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmise gore olagan
a7fb6ab4fa8a,FONET,FONET,FONET BİLGİ TEKNOLOJİLERİ A.Ş. - İhale Süreci / Sonucu,contract_order,stock_specific,1,0.6151,0.7266,0.6436,positive,medium,positive; medium; contract_order; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1633973,60,aksiyon=detay kontrol et; guc=orta; onem=0.64; gecmis=gecmis veri az
7fcde7868542,ONCSM,ONCSM,ONCOSEM ONKOLOJİK SİSTEMLER SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.5876,0.6631,0.6358,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1633957,59,aksiyon=detay kontrol et; guc=orta; onem=0.64; gecmis=gecmis veri az
3ed0382dd362,BIGCH,BIGCH,BÜYÜK ŞEFLER GIDA TURİZM TEKSTİL DANIŞMANLIK ORGANİZASYON EĞİTİM SANAYİ VE TİCARET A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.4508,0.5414,0.5362,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634055,51,aksiyon=detay kontrol et; guc=orta; onem=0.54; gecmis=gecmis veri az
cf3ac8f62116,"FIN,QNBTR",FIN,QNB BANK A.Ş. - Özel Durum Açıklaması (Genel),debt_credit,multi_stock,2,-0.2317,0.3502,0.4929,negative,weak,negative; weak; debt_credit; multi_stock; 2 haber,https://www.kap.org.tr/tr/Bildirim/1633981,47,aksiyon=detay kontrol et; guc=zayif; onem=0.49; gecmis=gecmise gore sira disi
456e29167efb,TTKOM,TTKOM,TÜRK TELEKOMÜNİKASYON A.Ş. - Özel Durum Açıklaması (Genel),management,stock_specific,1,-0.2331,0.3486,0.3079,negative,weak,negative; weak; management; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634175,36,aksiyon=detay kontrol et; guc=zayif; onem=0.31; gecmis=gecmise gore dikkat cekici
4e519149e46c,BURCE,BURCE,BURÇELİK BURSA ÇELİK DÖKÜM SANAYİİ A.Ş. - Özel Durum Açıklaması (Genel),financial_result,stock_specific,1,-0.2099,0.3397,0.3534,negative,weak,negative; weak; financial_result; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634085,29,aksiyon=gecmis veri yetersiz; guc=zayif; onem=0.35; gecmis=gecmis veri az
12ed6f75b3ec,TRALT,TRALT,TÜRK ALTIN İŞLETMELERİ A.Ş. - Özel Durum Açıklaması (Genel),other,stock_specific,1,-0.2635,0.3934,0.3136,negative,weak,negative; weak; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634199,25,aksiyon=zayif sinyal; guc=zayif; onem=0.31; gecmis=gecmise gore olagan
84922851600f,ARSAN,ARSAN,ARSAN HOLDİNG A.Ş. - Özel Durum Açıklaması (Genel),other,stock_specific,1,-0.2177,0.3614,0.282,negative,weak,negative; weak; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1634170,23,aksiyon=zayif sinyal; guc=zayif; onem=0.28; gecmis=gecmise gore olagan
