date,ticker,source,title,text,url,language,published_at,prob_negative,prob_neutral,prob_positive,prediction,sentiment_score,confidence,impact_score
2026-09-18,ENERY,KAP,ENERYA ENERJİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ENERYA ENERJİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.9.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665550,tr,2026-09-18T18:31:57+00:00,0.0463766616301357,0.058017615972315,0.8956057223975491,positive,0.8492290607674133,0.8956057223975491,0.8492290607674134
2026-09-18,GRSEL,KAP,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,GÜR-SEL TURİZM TAŞIMACILIK VE SERVİS TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Pay geri alım işlemlerimiz hakkında.,https://www.kap.org.tr/tr/Bildirim/1665557,tr,2026-09-18T18:39:56+00:00,0.0474382085698229,0.0733419227239399,0.8792198687062371,positive,0.8317816601364142,0.8792198687062371,0.8317816601364142
2026-09-18,MAVI,KAP,MAVİ GİYİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,MAVİ GİYİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665596,tr,2026-09-18T19:50:06+00:00,0.0418519665043963,0.090401229550775,0.8677468039448285,positive,0.8258948374404321,0.8677468039448285,0.8258948374404322
2026-09-18,TEZOL,KAP,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1664956,tr,2026-09-18T07:32:35+00:00,0.0425913979822858,0.0899893878039253,0.8674192142137889,positive,0.824827816231503,0.8674192142137889,0.824827816231503
2026-09-18,ALFAS,KAP,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665512,tr,2026-09-18T18:12:27+00:00,0.0428104747769647,0.0924149815074024,0.8647745437156328,positive,0.821964068938668,0.8647745437156328,0.821964068938668
2026-09-18,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.9.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665553,tr,2026-09-18T18:33:15+00:00,0.0499812038286373,0.0799342167066251,0.8700845794647375,positive,0.8201033756361003,0.8700845794647375,0.8201033756361003
2026-09-18,OYLUM,KAP,OYLUM SINAİ YATIRIMLAR A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,OYLUM SINAİ YATIRIMLAR A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Payların Geri Alınmasına İlişkin Bildirim,https://www.kap.org.tr/tr/Bildirim/1665502,tr,2026-09-18T18:10:17+00:00,0.0533174807036428,0.0776079375391993,0.8690745817571579,positive,0.8157571010535151,0.8690745817571579,0.8157571010535151
2026-09-18,ARMGD,KAP,ARMADA GIDA TİCARET SANAYİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ARMADA GIDA TİCARET SANAYİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665603,tr,2026-09-18T20:16:20+00:00,0.0477506314783633,0.091080610595899,0.8611687579257377,positive,0.8134181264473743,0.8611687579257377,0.8134181264473743
2026-09-18,BOBET,KAP,BOĞAZİÇİ BETON SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,BOĞAZİÇİ BETON SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.09.2026 Tarihli Pay Geri Alım İşlemleri Hakkında,https://www.kap.org.tr/tr/Bildirim/1665589,tr,2026-09-18T19:35:08+00:00,0.0460803342574294,0.0980749094248283,0.8558447563177422,positive,0.8097644220603126,0.8558447563177422,0.8097644220603127
2026-09-18,ATAKP,KAP,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 18.09.2026 tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665471,tr,2026-09-18T17:25:10+00:00,0.0435862493960304,0.103410958011458,0.8530027925925115,positive,0.809416543196481,0.8530027925925115,0.8094165431964812
