date,ticker,source,title,text,url,language,published_at,prob_negative,prob_neutral,prob_positive,prediction,sentiment_score,confidence,impact_score
2026-09-21,ENERY,KAP,ENERYA ENERJİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ENERYA ENERJİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666289,tr,2026-09-21T18:30:44+00:00,0.0471106224592082,0.0587024389988754,0.8941869385419164,positive,0.8470763160827082,0.8941869385419164,0.8470763160827083
2026-09-21,TRALT,KAP,TÜRK ALTIN İŞLETMELERİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,TÜRK ALTIN İŞLETMELERİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri Hk.,https://www.kap.org.tr/tr/Bildirim/1666254,tr,2026-09-21T18:14:15+00:00,0.048940028788421,0.0609973669587127,0.8900626042528662,positive,0.8411225754644451,0.8900626042528662,0.8411225754644452
2026-09-21,PAHOL,KAP,PASİFİK HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,PASİFİK HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666039,tr,2026-09-21T13:31:43+00:00,0.0474985650083738,0.0701421427811934,0.8823592922104326,positive,0.8348607272020587,0.8823592922104326,0.8348607272020588
2026-09-21,GLYHO,KAP,GLOBAL YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,GLOBAL YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666290,tr,2026-09-21T18:31:20+00:00,0.0471170907981555,0.0757147881680686,0.877168121033776,positive,0.8300510302356204,0.877168121033776,0.8300510302356204
2026-09-21,ALFAS,KAP,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666288,tr,2026-09-21T18:30:36+00:00,0.0409411499844375,0.0885617562056292,0.8704970938099332,positive,0.8295559438254957,0.8704970938099332,0.8295559438254957
2026-09-21,YEOTK,KAP,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş. - Yeni İş İlişkisi,YEO TEKNOLOJİ ENERJİ VE ENDÜSTRİ A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Yeni İş İlişkisi,https://www.kap.org.tr/tr/Bildirim/1665639,tr,2026-09-21T09:01:46+00:00,0.0513740872626875,0.0717458196311907,0.8768800931061216,positive,0.825506005843434,0.8768800931061216,0.825506005843434
2026-09-21,TEZOL,KAP,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1665632,tr,2026-09-21T08:09:55+00:00,0.0425913979822858,0.0899893878039253,0.8674192142137889,positive,0.824827816231503,0.8674192142137889,0.824827816231503
2026-09-21,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666287,tr,2026-09-21T18:30:25+00:00,0.0505273891178984,0.0804482700066008,0.8690243408755007,positive,0.8184969517576023,0.8690243408755007,0.8184969517576023
2026-09-21,ATAKP,KAP,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ATAKEY PATATES GIDA SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 21.09.2026 tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1666184,tr,2026-09-21T17:04:11+00:00,0.0416439478350247,0.0993917615435968,0.8589642906213782,positive,0.8173203427863536,0.8589642906213782,0.8173203427863536
2026-09-21,OYLUM,KAP,OYLUM SINAİ YATIRIMLAR A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,OYLUM SINAİ YATIRIMLAR A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Payların Geri Alınmasına İlişkin Bildirim,https://www.kap.org.tr/tr/Bildirim/1666237,tr,2026-09-21T18:01:11+00:00,0.0533174807036428,0.0776079375391993,0.8690745817571579,positive,0.8157571010535151,0.8690745817571579,0.8157571010535151
