event_id,tickers,primary_ticker,title,event_type,market_scope,news_count,avg_impact_score,confidence,materiality_score,signal_direction,signal_strength,reason,url,priority_score,priority_reason
199f3086f0eb,SAYAS,SAYAS,SAY YENİLENEBİLİR ENERJİ EKİPMANLARI SANAYİ VE TİCARET A.Ş. - İhale Süreci / Sonucu,contract_order,stock_specific,1,0.7823,0.8317,0.7566,positive,strong,positive; strong; contract_order; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1661911,85,aksiyon=takip et; guc=guclu; onem=0.76; gecmis=gecmise gore sira disi
a38c9796746a,"INFO,IYF",INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,capital_action,multi_stock,2,0.636,0.7088,0.767,positive,strong,positive; strong; capital_action; multi_stock; 2 haber,https://www.kap.org.tr/tr/Bildirim/1661968,78,aksiyon=takip et; guc=guclu; onem=0.77; gecmis=gecmise gore dikkat cekici
3a14d0d60348,"INFO,IYF",INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,legal_regulatory,multi_stock,2,0.6074,0.684,0.7563,positive,strong,positive; strong; legal_regulatory; multi_stock; 2 haber,https://www.kap.org.tr/tr/Bildirim/1661735,77,aksiyon=takip et; guc=guclu; onem=0.76; gecmis=gecmise gore dikkat cekici
51bfb2b725a2,BALSU,BALSU,BALSU GIDA SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,capital_action,stock_specific,1,0.7803,0.8329,0.7757,positive,strong,positive; strong; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1661862,74,aksiyon=takip et; guc=guclu; onem=0.78; gecmis=gecmise gore olagan
da8a72a22b97,ENERY,ENERY,ENERYA ENERJİ A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8461,0.8932,0.734,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1662100,67,aksiyon=detay kontrol et; guc=orta; onem=0.73; gecmis=gecmise gore olagan
cf22c20658a7,AHGAZ,AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8175,0.8679,0.7132,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1662099,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
3490bc87c792,MAGEN,MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8132,0.8568,0.7086,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1662078,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
efdb20d0f1e1,HRKET,HRKET,HAREKET PROJE TAŞIMACILIĞI VE YÜK MÜHENDİSLİĞİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,legal_regulatory,stock_specific,1,0.6868,0.7612,0.72,positive,medium,positive; medium; legal_regulatory; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1661811,62,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
85983cb89fda,NTHOL,NTHOL,NET HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.7635,0.8274,0.6754,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1662081,62,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmise gore olagan
ff40c3c92fc3,GESAN,GESAN,GİRİŞİM ELEKTRİK SANAYİ TAAHHÜT VE TİCARET A.Ş. - İhale Süreci / Sonucu,contract_order,stock_specific,1,0.6668,0.7413,0.675,positive,medium,positive; medium; contract_order; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1661766,60,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmise gore olagan
