event_id,tickers,primary_ticker,title,event_type,market_scope,news_count,avg_impact_score,confidence,materiality_score,signal_direction,signal_strength,reason,url,priority_score,priority_reason
9936b8969e68,IZENR,IZENR,İZDEMİR ENERJİ ELEKTRİK ÜRETİM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.807,0.8672,0.7073,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655482,76,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore sira disi
0146e5a6a4e3,AVHOL,AVHOL,AVRUPA YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.7801,0.838,0.6866,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655462,75,aksiyon=detay kontrol et; guc=orta; onem=0.69; gecmis=gecmise gore sira disi
7fc3ec46f67e,SKYLP,SKYLP,SKYALP FİNANSAL TEKNOLOJİLER VE DANIŞMANLIK A.Ş. - Yeni İş İlişkisi,contract_order,stock_specific,1,0.7594,0.8166,0.741,positive,medium,positive; medium; contract_order; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655463,73,aksiyon=detay kontrol et; guc=orta; onem=0.74; gecmis=gecmise gore dikkat cekici
acc8143235c0,TEZOL,TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8248,0.8674,0.7171,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655242,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
5c15cd471d73,MAGEN,MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8196,0.8622,0.7132,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655474,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
0e5d4fa49f58,RODRG,RODRG,RODRİGO TEKSTİL SANAYİ VE TİCARET A.Ş. - Kar Payı Dağıtım İşlemlerine İlişkin Bildirim,other,stock_specific,1,0.7679,0.854,0.6831,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655423,65,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmis veri az
500b644e4bfa,"HALKB,THL",HALKB,TÜRKİYE HALK BANKASI A.Ş. - Özel Durum Açıklaması (Genel),debt_credit,market_wide,2,-0.2442,0.3584,0.5414,negative,medium,negative; medium; debt_credit; market_wide; 2 haber,https://www.kap.org.tr/tr/Bildirim/1655456,57,aksiyon=piyasa geneli dikkat; guc=orta; onem=0.54; gecmis=gecmise gore sira disi
316fb5d7ca94,DUNYH,DUNYH,DÜNYA HOLDİNG A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.5174,0.6206,0.5887,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655458,53,aksiyon=detay kontrol et; guc=orta; onem=0.59; gecmis=gecmise gore olagan
41a813cc7aec,COSMO,COSMO,COSMOS YATIRIM HOLDİNG A.Ş. - Kayıtlı Sermaye Tavanı İşlemlerine İlişkin Bildirim,legal_regulatory,stock_specific,1,0.4923,0.5829,0.5773,positive,medium,positive; medium; legal_regulatory; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655268,52,aksiyon=detay kontrol et; guc=orta; onem=0.58; gecmis=gecmise gore olagan
01274078cf42,ORGE,ORGE,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.4541,0.574,0.5446,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1655470,49,aksiyon=detay kontrol et; guc=orta; onem=0.54; gecmis=gecmise gore olagan
