date,ticker,source,title,text,url,language,published_at,prob_negative,prob_neutral,prob_positive,prediction,sentiment_score,confidence,impact_score
2026-08-11,KLSYN,KAP,KOLEKSİYON MOBİLYA SANAYİ A.Ş. - Yeni İş İlişkisi,KOLEKSİYON MOBİLYA SANAYİ A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Yeni İş İlişkisi,https://www.kap.org.tr/tr/Bildirim/1648204,tr,2026-08-11T19:26:44+00:00,0.0355763184876243,0.0475176602437927,0.9169060212685828,positive,0.8813297027809585,0.9169060212685828,0.8813297027809585
2026-08-11,EMNIS,KAP,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi,EMİNİŞ AMBALAJ SANAYİ VE TİCARET A.Ş. - Yeni İş İlişkisi. Yeni İş İlişkisi Yeni İş İlişkisi,https://www.kap.org.tr/tr/Bildirim/1647740,tr,2026-08-11T14:55:47+00:00,0.033923830997854,0.0807563905299453,0.8853197784722007,positive,0.8513959474743465,0.8853197784722007,0.8513959474743467
2026-08-11,ARSAN,KAP,ARSAN HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,ARSAN HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 11 Ağustos 2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1648100,tr,2026-08-11T18:23:45+00:00,0.0450496196539656,0.0649108232958042,0.8900395570502301,positive,0.8449899373962645,0.8900395570502301,0.8449899373962645
2026-08-11,TEZOL,KAP,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1647537,tr,2026-08-11T07:11:47+00:00,0.0425913979822858,0.0899893878039253,0.8674192142137889,positive,0.824827816231503,0.8674192142137889,0.824827816231503
2026-08-11,GLYHO,KAP,GLOBAL YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,GLOBAL YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 11.08.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1648126,tr,2026-08-11T18:30:26+00:00,0.0488796396268145,0.079677045373348,0.8714433149998373,positive,0.8225636753730227,0.8714433149998373,0.8225636753730228
2026-08-11,AHGAZ,KAP,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 11.08.2026 Tarihli Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1648123,tr,2026-08-11T18:30:07+00:00,0.0520495039450753,0.0839105123833369,0.8640399836715877,positive,0.8119904797265124,0.8640399836715877,0.8119904797265124
2026-08-11,BULGS,KAP,BULLS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,BULLS GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Pay Geri Alım İşlemleri,https://www.kap.org.tr/tr/Bildirim/1648190,tr,2026-08-11T18:56:03+00:00,0.0558319553667311,0.0912476953015789,0.8529203493316898,positive,0.7970883939649587,0.8529203493316898,0.7970883939649587
2026-08-11,BALAT,KAP,BALATACILAR BALATACILIK SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,BALATACILAR BALATACILIK SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim 11.08.2026 Tarihli Pay Geri Alımı Hakkında,https://www.kap.org.tr/tr/Bildirim/1648286,tr,2026-08-11T23:53:09+00:00,0.0495381849382695,0.1164596830146524,0.834002132047078,positive,0.7844639471088084,0.834002132047078,0.7844639471088084
2026-08-11,AVHOL,KAP,AVRUPA YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,AVRUPA YATIRIM HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim. Payların Geri Alınmasına İlişkin Bildirim Avhol Paylarının Geri Alımı,https://www.kap.org.tr/tr/Bildirim/1648052,tr,2026-08-11T18:17:14+00:00,0.0579589316832419,0.1040217854422258,0.8380192828745322,positive,0.7800603511912902,0.8380192828745322,0.7800603511912902
2026-08-11,VSNMD,KAP,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,VİŞNE MADENCİLİK ÜRETİM SANAYİ VE TİCARET A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim. Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim Bedelsiz Sermaye Artırımına İlişkin Şirket Esas Sözleşmesinin Tescil ve İlanı,https://www.kap.org.tr/tr/Bildirim/1647716,tr,2026-08-11T13:02:51+00:00,0.0598891122693989,0.2805199444539748,0.6595909432766263,positive,0.5997018310072273,0.6595909432766263,0.5997018310072274
