date,ticker,sentiment_score,news_count,history_days,baseline_mean,baseline_std,baseline_abs_p90,delta_from_mean,anomaly_z,anomaly_level
2026-08-12,TTKOM,-0.263872176705641,1,11,-0.025619803628873686,0.08418646413132519,0.1595785394732347,-0.23825237307676733,-2.8300555859563095,unusual
2026-08-12,DMRGD,-0.2393352001254204,1,5,0.06656283048742227,0.14766147034436325,0.2480146796296847,-0.30589803061284265,-2.0716171246260373,unusual
2026-08-12,ARSAN,0.8547089522643709,1,18,0.3497878835475482,0.48082440226356327,0.85803390984017,0.5049210687168227,1.0501153151541816,normal
2026-08-12,ENERY,0.8495437206556455,1,24,0.6153091468731889,0.4055785520264684,0.8618647295891447,0.2342345737824566,0.5775319543208247,normal
2026-08-12,TRALT,0.8436272500066531,1,33,0.3070494511937632,0.44763376345726064,0.855449324531769,0.5365777988128899,1.198698227472114,normal
2026-08-12,AHGAZ,0.8209264568302527,1,34,0.6682909618792948,0.3142274084198518,0.8283630735600273,0.15263549495095785,0.4857485084401532,normal
2026-08-12,GOODY,0.4664037033894807,1,16,0.09119412937796013,0.2850126451797911,0.5417663077931836,0.37520957401152055,1.3164664107265545,normal
2026-08-12,CWENE,0.1871243216144344,3,17,0.021995420754933097,0.2518467466727184,0.37823912619548183,0.1651289008595013,0.6556721619044408,normal
2026-08-12,DAGI,-0.1653292236542095,1,5,0.37899727560772906,0.37841625910851134,0.8306377729103994,-0.5443264992619385,-1.4384331702456057,normal
2026-08-12,EGEEN,-0.1534358975381725,1,8,-0.07272062963942989,0.05419736688290284,0.1297335830747474,-0.0807152678987426,-1.4892839364896366,normal
2026-08-12,GLB,0.1328884098992555,1,9,-0.06703388612325255,0.12613065099043064,0.24160377829209356,0.19992229602250805,1.5850413396952647,normal
2026-08-12,GLBMD,0.1328884098992555,1,9,-0.06703388612325255,0.12613065099043064,0.24160377829209356,0.19992229602250805,1.5850413396952647,normal
2026-08-12,TARKM,-0.1243538437364511,1,7,0.007831161895886583,0.06385143470655472,0.08751101734567235,-0.13218500563233768,-2.0701963274564936,normal
2026-08-12,SRVGY,-0.121368159670026,1,9,0.02519180199334159,0.16076783417337828,0.24841012267528625,-0.1465599616633676,-0.9116249056718126,normal
2026-08-12,VKFYO,-0.1191072975391567,1,51,-0.09607037791994483,0.04122595711177921,0.1191072975391567,-0.02303691961921188,-0.5587964775869254,normal
2026-08-12,AHSGY,-0.1031692107142003,1,7,0.10853463401014223,0.1288919624564733,0.27666284806881647,-0.2117038447243425,-1.6424906618660158,normal
2026-08-12,ODINE,-0.1014062079050273,1,8,0.3531237989867707,0.3767084643087554,0.7618673748529516,-0.454530006891798,-1.2065829413359266,normal
2026-08-12,LXGYO,-0.1003850815404521,1,6,-0.07215143179409683,0.09342392949928467,0.14471813736191397,-0.02823364974635527,-0.30221004294805914,normal
2026-08-12,ETYAT,-0.097136834014876,1,50,-0.07198289901167715,0.04009106245213183,0.097136834014876,-0.025153935003198846,-0.6274200149530159,normal
2026-08-12,EUKYO,-0.097136834014876,1,50,-0.07188198950610226,0.04035377014866586,0.097136834014876,-0.02525484450877373,-0.6258360598212577,normal
2026-08-12,EUYO,-0.0906507119107435,1,50,-0.058557112476119125,0.06641238250678314,0.0906507119107435,-0.03209359943462438,-0.48324722323199965,normal
2026-08-12,EKGYO,-0.0778496446557642,1,24,-0.07827373143899742,0.027178593743732264,0.09871032620829621,0.00042408678323321847,,normal
2026-08-12,LINK,-0.0732332833537912,1,8,0.14536395028010543,0.3315875565174391,0.7049503623795758,-0.21859723363389663,-0.65924438157377,normal
2026-08-12,OYAYO,-0.0710236592077837,1,51,-0.056600432654756866,0.027417966711594598,0.0710236592077837,-0.01442322655302683,,normal
2026-08-12,DERHL,0.0621238866973016,4,13,0.17035451506819724,0.24585081590299315,0.5567509888648141,-0.10823062837089564,-0.4402288760904534,normal
2026-08-12,GRNYO,-0.0566754111459113,1,51,-0.04141697161819697,0.0323978677215979,0.0566754111459113,-0.01525843952771433,-0.47097048666392183,normal
2026-08-12,SAHOL,0.0468772568124252,3,9,-0.0305041417998847,0.11222997177568102,0.2207212708931645,0.0773813986123099,0.6894896023584102,normal
2026-08-12,ISMEN,-0.0411411844183008,9,51,0.0006265517400913327,0.047290254401989515,0.0555062337671357,-0.04176773615839213,-0.8832207964741875,normal
