date,ticker,source,title,text,url,language,published_at,prob_negative,prob_neutral,prob_positive,prediction,sentiment_score,confidence,impact_score
2026-06-10,GOODY,KAP,GOODYEAR LASTİKLERİ T.A.Ş. - Özel Durum Açıklaması (Genel),GOODYEAR LASTİKLERİ T.A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Süresi İçinde Kaydileştirilmeyen Paylarla İlgili Yatırımcı Tazmin Merkezi Başvuruları Hakkında Duyuru,https://www.kap.org.tr/tr/Bildirim/1615653,tr,2026-06-10T09:47:47+00:00,0.4117014205661396,0.4627823455191197,0.1255162339147406,neutral,-0.286185186651399,0.4117014205661396,-0.286185186651399
2026-06-10,THYAO,KAP,TÜRK HAVA YOLLARI A.O. - Özel Durum Açıklaması (Genel),TÜRK HAVA YOLLARI A.O. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Süresi İçinde Kaydileştirilmeyen Paylarla İlgili Yatırımcı Tazmin Merkezi Başvuruları Hakkında Duyuru,https://www.kap.org.tr/tr/Bildirim/1615687,tr,2026-06-10T10:10:46+00:00,0.4117014205661396,0.4627823455191197,0.1255162339147406,neutral,-0.286185186651399,0.4117014205661396,-0.286185186651399
2026-06-10,GOODY,KAP,GOODYEAR LASTİKLERİ T.A.Ş. - Özel Durum Açıklaması (Genel),GOODYEAR LASTİKLERİ T.A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Rekabet Kurumu Kararı,https://www.kap.org.tr/tr/Bildirim/1616032,tr,2026-06-10T18:25:53+00:00,0.4135532106085361,0.4551935991392403,0.1312531902522235,neutral,-0.2823000203563126,0.4135532106085361,-0.28230002035631263
2026-06-10,ICB,KAP,ICBC TURKEY BANK A.Ş. - Özel Durum Açıklaması (Genel),ICBC TURKEY BANK A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Süresi İçinde Kaydileştirilmeyen Paylarla İlgili Duyuru,https://www.kap.org.tr/tr/Bildirim/1615710,tr,2026-06-10T10:19:43+00:00,0.3941783230919356,0.4818130172055974,0.1240086597024668,neutral,-0.2701696633894687,0.3941783230919356,-0.2701696633894688
2026-06-10,ICBCT,KAP,ICBC TURKEY BANK A.Ş. - Özel Durum Açıklaması (Genel),ICBC TURKEY BANK A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Süresi İçinde Kaydileştirilmeyen Paylarla İlgili Duyuru,https://www.kap.org.tr/tr/Bildirim/1615710,tr,2026-06-10T10:19:43+00:00,0.3941783230919356,0.4818130172055974,0.1240086597024668,neutral,-0.2701696633894687,0.3941783230919356,-0.2701696633894688
2026-06-10,ORGE,KAP,ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş. - Özel Durum Açıklaması (Genel),ORGE ENERJİ ELEKTRİK TAAHHÜT A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Analist Sunumu hakkında,https://www.kap.org.tr/tr/Bildirim/1615789,tr,2026-06-10T14:12:45+00:00,0.3986758711014644,0.4713826007807873,0.1299415281177481,neutral,-0.2687343429837163,0.3986758711014644,-0.26873434298371635
2026-06-10,BORLS,KAP,BORLEASE OTOMOTİV A.Ş. - Özel Durum Açıklaması (Genel),BORLEASE OTOMOTİV A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Finansal Yeniden Yapılandırma Başvurusu Hakkında,https://www.kap.org.tr/tr/Bildirim/1616026,tr,2026-06-10T18:18:21+00:00,0.3848033375670224,0.4962395947365554,0.1189570676964221,neutral,-0.2658462698706003,0.3848033375670224,-0.2658462698706003
2026-06-10,THYAO,KAP,TÜRK HAVA YOLLARI A.O. - Özel Durum Açıklaması (Genel),TÜRK HAVA YOLLARI A.O. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Mayıs 2026 Trafik Sonuçları,https://www.kap.org.tr/tr/Bildirim/1615692,tr,2026-06-10T10:13:44+00:00,0.3828362512567806,0.4977875024408607,0.1193762463023584,neutral,-0.2634600049544222,0.3828362512567806,-0.26346000495442223
2026-06-10,ESCOM,KAP,ESCORT TEKNOLOJİ YATIRIM A.Ş. - Özel Durum Açıklaması (Genel),ESCORT TEKNOLOJİ YATIRIM A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Süresi İçinde Kaydileştirilmeyen Paylarla İlgili Yatırımcı Tazmin Merkezi Başvuruları Hakkında Duyuru,https://www.kap.org.tr/tr/Bildirim/1615712,tr,2026-06-10T10:24:14+00:00,0.3779322904533292,0.4907011489864185,0.1313665605602521,neutral,-0.246565729893077,0.3779322904533292,-0.24656572989307712
2026-06-10,LYDYE,KAP,LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş. - Özel Durum Açıklaması (Genel),LYDİA YEŞİL ENERJİ KAYNAKLARI A.Ş. - Özel Durum Açıklaması (Genel). Özel Durum Açıklaması (Genel) Yönetim Kurulu Üye Ataması Hk.,https://www.kap.org.tr/tr/Bildirim/1616004,tr,2026-06-10T18:01:09+00:00,0.3712742431250668,0.4960817585691653,0.1326439983057677,neutral,-0.238630244819299,0.3712742431250668,-0.2386302448192991
