event_id,tickers,primary_ticker,title,event_type,market_scope,news_count,avg_impact_score,confidence,materiality_score,signal_direction,signal_strength,reason,url,priority_score,priority_reason
2a81230c222e,GRTHO,GRTHO,GRAINTURK HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8342,0.8825,0.7253,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668321,78,aksiyon=detay kontrol et; guc=orta; onem=0.73; gecmis=gecmise gore sira disi
b0fe0befae72,ULUFA,ULUFA,ULUSAL FAKTORİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8258,0.8795,0.7201,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668312,77,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore sira disi
239ad29350ca,TGSAS,TGSAS,TGS DIŞ TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8082,0.8587,0.7062,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668323,76,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore sira disi
13571c11e454,"TERA,TRA",TERA,TERA YATIRIM MENKUL DEĞERLER A.Ş. - Hak Kullanım Süreç İptal Bildirimi,other,multi_stock,2,-0.6829,0.7559,0.7122,negative,medium,negative; medium; other; multi_stock; 2 haber,https://www.kap.org.tr/tr/Bildirim/1668076,73,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore sira disi
39223eb87ff2,LIDER,LIDER,LDR TURİZM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8243,0.8756,0.7185,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668322,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
ef22c2349146,SUWEN,SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8209,0.8738,0.7163,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1667988,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
e30e98615912,ALFAS,ALFAS,ALFA SOLAR ENERJİ SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8208,0.864,0.7142,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668285,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
765b3af831dc,OYLUM,OYLUM,OYLUM SINAİ YATIRIMLAR A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8158,0.8691,0.7125,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668283,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
5c317411d73c,AHGAZ,AHGAZ,AHLATCI DOĞAL GAZ DAĞITIM ENERJİ VE YATIRIM A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8122,0.8644,0.7096,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668325,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
d02d139381bb,ALKA,ALKA,ALKİM KAĞIT SANAYİ VE TİCARET A.Ş. - Hak Kullanım Süreç İptal Bildirimi,capital_action,stock_specific,1,-0.6954,0.7825,0.719,negative,medium,negative; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1668005,62,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
