event_id,tickers,primary_ticker,title,event_type,market_scope,news_count,avg_impact_score,confidence,materiality_score,signal_direction,signal_strength,reason,url,priority_score,priority_reason
f4c37349ce9d,"INFO,IYF",INFO,İNFO YATIRIM MENKUL DEĞERLER A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,multi_stock,2,0.7159,0.7823,0.7357,positive,medium,positive; medium; other; multi_stock; 2 haber,https://www.kap.org.tr/tr/Bildirim/1659179,75,aksiyon=detay kontrol et; guc=orta; onem=0.74; gecmis=gecmise gore sira disi
0c60c74bb87c,ONRYT,ONRYT,ONUR YÜKSEK TEKNOLOJİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,legal_regulatory,stock_specific,1,0.6418,0.7306,0.6891,positive,medium,positive; medium; legal_regulatory; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1658871,68,aksiyon=detay kontrol et; guc=orta; onem=0.69; gecmis=gecmise gore dikkat cekici
84d7d9708386,ARSAN,ARSAN,ARSAN HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8494,0.8937,0.7359,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1659177,67,aksiyon=detay kontrol et; guc=orta; onem=0.74; gecmis=gecmise gore olagan
487ad8e8775a,SUWEN,SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8249,0.8768,0.7191,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1659184,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
8392702e1c89,TEZOL,TEZOL,EUROPAP TEZOL KAĞIT SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8248,0.8674,0.7171,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1658692,66,aksiyon=detay kontrol et; guc=orta; onem=0.72; gecmis=gecmise gore olagan
581abd3d566c,MAGEN,MAGEN,MARGÜN ENERJİ ÜRETİM SANAYİ VE TİCARET A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.8184,0.8614,0.7124,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1659178,65,aksiyon=detay kontrol et; guc=orta; onem=0.71; gecmis=gecmise gore olagan
046b090c38df,SUWEN,SUWEN,SUWEN TEKSTİL SANAYİ PAZARLAMA A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.7661,0.8336,0.678,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1658897,63,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmise gore olagan
2354c6a3a69f,NTHOL,NTHOL,NET HOLDİNG A.Ş. - Payların Geri Alınmasına İlişkin Bildirim,other,stock_specific,1,0.7635,0.8274,0.6754,positive,medium,positive; medium; other; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1659132,62,aksiyon=detay kontrol et; guc=orta; onem=0.68; gecmis=gecmise gore olagan
a5f844059362,SAMAT,SAMAT,SARAY MATBAACILIK KAĞITÇILIK KIRTASİYECİLİK TİCARET VE SANAYİ A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.4025,0.5428,0.5099,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1658691,58,aksiyon=detay kontrol et; guc=orta; onem=0.51; gecmis=gecmise gore sira disi
4b0784901534,KLYPV,KLYPV,KALYON GÜNEŞ TEKNOLOJİLERİ ÜRETİM A.Ş. - Sermaye Artırımı - Azaltımı İşlemlerine İlişkin Bildirim,capital_action,stock_specific,1,0.4086,0.5533,0.5154,positive,medium,positive; medium; capital_action; stock_specific; 1 haber,https://www.kap.org.tr/tr/Bildirim/1658848,47,aksiyon=detay kontrol et; guc=orta; onem=0.52; gecmis=gecmise gore olagan
