date,ticker,sentiment_score,news_count,history_days,baseline_mean,baseline_std,baseline_abs_p90,delta_from_mean,anomaly_z,anomaly_level
2026-07-13,CEMAS,0.6576332482802448,1,5,-0.17617366760314113,0.3900582993868922,0.6298477847339637,0.833806915883386,2.137646903537225,unusual
2026-07-13,EUPWR,0.7035044566777887,1,10,0.2131613355046363,0.31703836607903085,0.7273068975792809,0.4903431211731524,1.5466365387806735,elevated
2026-07-13,ALGYO,0.3762897273190931,1,5,0.09445550599324577,0.16784352074045628,0.28584276871118336,0.28183422132584734,1.6791486503769177,elevated
2026-07-13,HDFVK,-0.24688978337698,1,7,0.028802010791358187,0.010842817429031768,0.03933506998453851,-0.27569179416833817,,elevated
2026-07-13,ASTOR,0.8937883985568189,1,10,0.3600551301857403,0.3667719961253883,0.7018832883205648,0.5337332683710786,1.4552181573552068,normal
2026-07-13,TRALT,0.855449324531769,1,19,0.21790775335272908,0.44363991744512205,0.8553703614556901,0.63754157117904,1.4370698986028538,normal
2026-07-13,AHGAZ,0.8283630735600273,1,20,0.6074392809736913,0.34008030053014165,0.8283630735600273,0.220923792586336,0.6496224340014523,normal
2026-07-13,BIMAS,0.8228716536930197,1,8,0.555546810326269,0.45000462374371497,0.8228716536930197,0.2673248433667508,0.5940491036354255,normal
2026-07-13,BOSSA,0.7677472263919207,1,6,0.7677472263919207,0.0,0.7677472263919207,0.0,,normal
2026-07-13,LOGO,0.7557534614861672,1,13,0.6779925144071286,0.2362875523316946,0.7557534614861672,0.07776094707903858,0.3290945558142635,normal
2026-07-13,NTHOL,0.3521772984459287,2,9,0.618683149238426,0.1911061765888521,0.7522667638100917,-0.26650585079249733,-1.394543366151168,normal
2026-07-13,AKSEN,-0.2562378384850114,1,9,-0.15682546476666637,0.12172070630701393,0.2562378384849949,-0.09941237371834505,-0.8167252453136364,normal
2026-07-13,GLCVY,-0.2347773519749021,1,6,-0.1192071750710636,0.10271893258905464,0.2347773519749021,-0.1155701769038385,-1.1251107657650372,normal
2026-07-13,MIATK,-0.1435690726323076,1,9,-0.04953358041310432,0.19859706345430905,0.28475671603153196,-0.09403549221920326,-0.4734989056917142,normal
2026-07-13,CWENE,-0.1352360463678174,1,7,0.10290285796550323,0.3297794308573471,0.5467125043529357,-0.23813890433332063,-0.7221156993151963,normal
2026-07-13,BEGYO,-0.1182077041688905,1,5,0.17459044586794586,0.3244454133659082,0.5363948798126892,-0.29279815003683635,-0.9024573563831515,normal
2026-07-13,ARDYZ,-0.1024979940511551,1,7,0.7298869506491447,0.043175438444445005,0.7965686019832033,-0.8323849447002998,-19.27913125355639,normal
2026-07-13,VESTL,-0.0995691122218051,1,9,-0.0443797898091234,0.07192263541740716,0.1208331918410465,-0.0551893224126817,-0.7673428829795694,normal
2026-07-13,CELHA,-0.0993839142541351,3,7,-0.08847610576910021,0.11635166686572662,0.19669666213831205,-0.010907808485034892,-0.0937486224208789,normal
2026-07-13,TSPOR,0.0920967910776862,2,13,0.07055512285626844,0.12699220796607802,0.16412485282181685,0.02154166822141776,0.1696298423850693,normal
2026-07-13,TERA,-0.0840677672639445,3,10,-0.008663739816313921,0.06184226918031264,0.09574121757825854,-0.07540402744763058,-1.2192959354026307,normal
2026-07-13,TRA,-0.0840677672639445,3,10,-0.008663739816313921,0.06184226918031264,0.09574121757825854,-0.07540402744763058,-1.2192959354026307,normal
2026-07-13,PCILT,-0.0561818966337912,1,5,0.4581448181851232,0.3992783740698519,0.8110261873231154,-0.5143267148189145,-1.2881406763315846,normal
2026-07-13,MEGMT,-0.0503574127188347,2,5,0.18701344944288173,0.36191372076868056,0.6395690665805989,-0.23737086216171643,-0.655876935689414,normal
2026-07-13,VKFYO,-0.0495701046118155,2,30,-0.1000292214600942,0.03843561732783654,0.1191072975391567,0.0504591168482787,1.312821813628951,normal
2026-07-13,FROTO,0.0460885246083849,1,6,-0.06886428930966729,0.11573296646411112,0.23138710645106986,0.11495281391805218,0.9932590292127277,normal
2026-07-13,SMRTG,0.0440447056574756,1,15,0.29913986840083223,0.30247333184784747,0.7728939494375585,-0.25509516274335664,-0.8433641444848984,normal
2026-07-13,ETYAT,-0.0381953513498746,2,29,-0.07094822605169979,0.04268435054366986,0.097136834014876,0.03275287470182519,0.7673274697787917,normal
2026-07-13,EUKYO,-0.0381953513498746,2,29,-0.07094822605169979,0.04268435054366986,0.097136834014876,0.03275287470182519,0.7673274697787917,normal
2026-07-13,EUYO,-0.0352004282099203,2,29,-0.05152667967262719,0.08149309317925087,0.0906507119107435,0.016326251462706887,0.20033908182618534,normal
2026-07-13,GOODY,0.033591612487238,1,10,0.19555277019156148,0.29805759575908497,0.6983275367282622,-0.16196115770432348,-0.5433887946785761,normal
2026-07-13,OYAYO,-0.025512589454887,2,30,-0.06137050504704908,0.019311156914840248,0.0710236592077837,0.03585791559216208,,normal
2026-07-13,INFO,0.0228804533606816,2,20,0.03788275571215693,0.13229287459985342,0.12647991389951782,-0.015002302351475327,-0.11340219491679221,normal
2026-07-13,IYF,0.0228804533606816,2,20,0.03788275571215693,0.13229287459985342,0.12647991389951782,-0.015002302351475327,-0.11340219491679221,normal
2026-07-13,TAE,0.0213244077739707,1,8,0.022079052482580824,0.01388348446034968,0.045254849989765616,-0.0007546447086101242,,normal
2026-07-13,TRBNK,0.0213244077739707,1,8,0.022079052482580824,0.01388348446034968,0.045254849989765616,-0.0007546447086101242,,normal
2026-07-13,ISYAT,0.0204790307882902,1,7,0.02627974450783683,0.0577330210780288,0.10281544317402014,-0.00580071371954663,-0.10047479953814822,normal
2026-07-13,EKTVK,0.0197519002046497,1,16,0.018678587853258495,0.0006234985895934555,0.0197519002046461,0.0010733123513912042,,normal
2026-07-13,AKDFA,0.0196584296234116,1,6,-0.0265232359464055,0.08892591464332651,0.12184711813615474,0.0461816655698171,0.5193274171544642,normal
2026-07-13,LIDFA,0.0183495360759927,2,11,0.011941214050199255,0.02337762058014768,0.0207347722665985,0.0064083220257934465,,normal
