date,ticker,open,high,low,close,volume
2026-05-04,AHGAZ,27.479999542236328,27.479999542236328,26.8799991607666,27.0,4398852
2026-05-05,AHGAZ,27.0,28.040000915527344,27.0,27.860000610351562,7271699
2026-05-06,AHGAZ,27.84000015258789,28.579999923706055,27.81999969482422,27.940000534057617,9833490
2026-05-07,AHGAZ,28.0,28.139999389648438,27.31999969482422,27.979999542236328,5189248
2026-05-08,AHGAZ,27.959999084472656,28.239999771118164,27.65999984741211,28.040000915527344,4958900
2026-05-11,AHGAZ,28.040000915527344,28.959999084472656,27.979999542236328,28.860000610351562,6478032
2026-05-12,AHGAZ,29.600000381469727,31.739999771118164,29.059999465942383,31.459999084472656,20216252
2026-05-13,AHGAZ,31.600000381469727,32.040000915527344,30.920000076293945,31.15999984741211,9223651
2026-05-14,AHGAZ,31.15999984741211,32.08000183105469,30.559999465942383,31.100000381469727,8665686
2026-05-15,AHGAZ,31.139999389648438,31.360000610351562,30.799999237060547,31.219999313354492,4375406
2026-05-18,AHGAZ,31.239999771118164,31.34000015258789,29.8799991607666,30.219999313354492,6317319
2026-05-20,AHGAZ,30.399999618530273,31.719999313354492,30.100000381469727,31.5,10257082
2026-05-21,AHGAZ,31.579999923706055,31.760000228881836,30.100000381469727,30.100000381469727,5273928
2026-05-22,AHGAZ,29.5,31.739999771118164,29.200000762939453,31.459999084472656,10148290
2026-05-25,AHGAZ,31.459999084472656,32.880001068115234,31.459999084472656,32.86000061035156,4888424
2026-05-26,AHGAZ,32.86000061035156,33.5,31.899999618530273,32.91999816894531,3470730
2026-05-27,AHGAZ,32.91999816894531,32.91999816894531,32.91999816894531,32.91999816894531,0
2026-05-28,AHGAZ,32.91999816894531,32.91999816894531,32.91999816894531,32.91999816894531,0
2026-05-29,AHGAZ,32.91999816894531,32.91999816894531,32.91999816894531,32.91999816894531,0
2026-05-04,ALCTL,133.0,135.3000030517578,123.5999984741211,125.0999984741211,1599250
2026-05-05,ALCTL,125.80000305175781,128.89999389648438,124.0999984741211,127.0999984741211,487985
2026-05-06,ALCTL,128.6999969482422,133.39999389648438,127.80000305175781,131.5,394386
2026-05-07,ALCTL,131.6999969482422,135.3000030517578,131.6999969482422,135.3000030517578,467626
2026-05-08,ALCTL,135.89999389648438,135.89999389648438,129.6999969482422,130.0,432134
2026-05-11,ALCTL,129.0,137.8000030517578,128.89999389648438,136.39999389648438,540940
2026-05-12,ALCTL,136.39999389648438,139.60000610351562,130.0,137.5,410848
2026-05-13,ALCTL,138.0,138.8000030517578,131.5,135.0,388949
2026-05-14,ALCTL,136.0,138.10000610351562,134.1999969482422,134.1999969482422,283853
2026-05-15,ALCTL,134.6999969482422,134.6999969482422,130.0,131.0,251677
2026-05-18,ALCTL,131.3000030517578,131.89999389648438,127.4000015258789,128.0,225170
2026-05-20,ALCTL,126.19999694824219,129.39999389648438,126.0,128.3000030517578,280778
2026-05-21,ALCTL,128.89999389648438,129.3000030517578,122.0,122.0,243236
2026-05-22,ALCTL,118.0,127.5,118.0,125.4000015258789,386070
2026-05-25,ALCTL,125.69999694824219,131.89999389648438,125.69999694824219,131.1999969482422,161526
2026-05-26,ALCTL,131.0,136.3000030517578,129.5,132.0,182367
2026-05-27,ALCTL,132.0,132.0,132.0,132.0,0
2026-05-28,ALCTL,132.0,132.0,132.0,132.0,0
2026-05-29,ALCTL,132.0,132.0,132.0,132.0,0
2026-05-04,BEYAZ,33.166177287072955,33.364185070989365,30.889097213745117,30.889097213745117,6256489
2026-05-05,BEYAZ,29.89906143067071,30.651486461421477,29.107032200305593,29.66145133972168,3305973
2026-05-06,BEYAZ,29.720853996201363,30.13666881151052,29.364440757838636,29.522846221923828,1723856
2026-05-07,BEYAZ,29.70105329429056,30.314875893243094,29.602049405641168,30.017864227294922,1127621
2026-05-08,BEYAZ,29.978264657731106,30.51288265030048,29.562449824247295,30.11686897277832,1243796
2026-05-11,BEYAZ,31.087102206991013,31.087102206991013,29.46344522403624,29.89906120300293,1196588
2026-05-12,BEYAZ,29.839657736546936,30.19607098191442,29.641651846719984,29.89906120300293,911416
2026-05-13,BEYAZ,30.280000686645508,30.280000686645508,28.780000686645508,29.1200008392334,922632
2026-05-14,BEYAZ,29.020000457763672,29.920000076293945,28.979999542236328,29.31999969482422,1097522
2026-05-15,BEYAZ,29.100000381469727,29.459999084472656,28.84000015258789,29.139999389648438,520462
2026-05-18,BEYAZ,29.139999389648438,29.219999313354492,28.1200008392334,28.1200008392334,998617
2026-05-20,BEYAZ,28.1200008392334,30.899999618530273,27.799999237060547,28.200000762939453,741326
2026-05-21,BEYAZ,28.0,28.459999084472656,26.200000762939453,26.200000762939453,741241
2026-05-22,BEYAZ,26.200000762939453,28.200000762939453,25.239999771118164,27.239999771118164,1132983
2026-05-25,BEYAZ,27.68000030517578,28.440000534057617,27.34000015258789,28.440000534057617,584253
2026-05-26,BEYAZ,28.440000534057617,28.81999969482422,27.920000076293945,28.760000228881836,472241
2026-05-27,BEYAZ,28.760000228881836,28.760000228881836,28.760000228881836,28.760000228881836,0
2026-05-28,BEYAZ,28.760000228881836,28.760000228881836,28.760000228881836,28.760000228881836,0
2026-05-29,BEYAZ,28.760000228881836,28.760000228881836,28.760000228881836,28.760000228881836,0
2026-05-04,BORSK,7.349999904632568,7.519999980926514,7.239999771118164,7.329999923706055,14970274
2026-05-05,BORSK,7.360000133514404,8.0600004196167,7.329999923706055,7.949999809265137,30597267
2026-05-06,BORSK,7.960000038146973,8.029999732971191,7.380000114440918,7.380000114440918,43617691
2026-05-07,BORSK,7.389999866485596,7.46999979019165,7.28000020980835,7.28000020980835,19230792
2026-05-08,BORSK,7.28000020980835,7.389999866485596,7.090000152587891,7.309999942779541,19151088
2026-05-11,BORSK,7.289999961853027,7.420000076293945,7.150000095367432,7.230000019073486,15926926
2026-05-12,BORSK,7.21999979019165,7.519999980926514,7.179999828338623,7.349999904632568,21100447
2026-05-13,BORSK,7.340000152587891,7.429999828338623,7.119999885559082,7.179999828338623,13569698
2026-05-14,BORSK,7.269999980926514,7.889999866485596,7.269999980926514,7.889999866485596,41729828
2026-05-15,BORSK,7.960000038146973,7.96999979019165,7.260000228881836,7.300000190734863,33524464
2026-05-18,BORSK,7.380000114440918,7.800000190734863,7.25,7.380000114440918,33386619
2026-05-20,BORSK,7.309999942779541,7.400000095367432,7.139999866485596,7.260000228881836,15405300
2026-05-21,BORSK,7.260000228881836,7.420000076293945,6.800000190734863,6.800000190734863,11621671
2026-05-22,BORSK,6.510000228881836,7.300000190734863,6.510000228881836,7.300000190734863,18470878
2026-05-25,BORSK,6.920000076293945,7.079999923706055,6.599999904632568,6.730000019073486,80230924
2026-05-26,BORSK,6.78000020980835,6.78000020980835,6.599999904632568,6.639999866485596,11294209
2026-05-27,BORSK,6.639999866485596,6.639999866485596,6.639999866485596,6.639999866485596,0
2026-05-28,BORSK,6.639999866485596,6.639999866485596,6.639999866485596,6.639999866485596,0
2026-05-29,BORSK,6.639999866485596,6.639999866485596,6.639999866485596,6.639999866485596,0
2026-05-04,KCHOL,203.0,203.89999389648438,196.8000030517578,197.39999389648438,17627449
2026-05-05,KCHOL,198.10000610351562,204.10000610351562,196.6999969482422,201.89999389648438,20548740
2026-05-06,KCHOL,205.1999969482422,213.89999389648438,203.6999969482422,210.5,33421876
